Radio ID*,Radio Serial Number,Radio User Alias+,Security Group+,Radio Capability Profile+,Radio Site Access Profile+,Primary Talkgroup,Voice Enabled,Interconnect Enabled,Emergency Alarm Comments,Secure Communication Mode,Data Capability,Direct Dial Number,Secure Land to Mobile Start Mode,Interconnect Subsystem,Radio User Interconnect Profile,Interconnect Secure Key Reference,IP Address Assignment,IP Address,Generate ICMP Message,Source Address Checking,Ready Timer (sec),Data Agency Group,Data Steering Profile,Access Point Name,Notes,Date Modified,Trunking Subscriber Type
4810142,527CNP2054,SO TRAFFIC SP4,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:01",IVD Radio
4810347,527CNP1999,SO TRAFFIC SP3,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:11",IVD Radio
4810398,527CNP2002,SO TRAFFIC SP2,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:13",IVD Radio
4810400,527CNM0655,SO TRAFFIC SP1,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:13",IVD Radio
4810424,999XXX5556,SO TEMP 24,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:14",IVD Radio
4810423,999XXX5554,SO TEMP 23,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:13",IVD Radio
4810418,527CNP2080,SO TA1762,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:13",IVD Radio
4810636,527CNM0652,SO SPARE 4810636,1,4,4,1004,Yes,No,,Both,No Data Service,,Clear,,,,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:18",IVD Radio
4810399,527CPX3537,SO SPARE 18,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:13",IVD Radio
4810328,527CNP2010,SO SPARE 13,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:10",IVD Radio
4810414,527CPX3534,SO SPARE 12,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:13",IVD Radio
4810283,481CNP3972,SO SP 1,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:07",IVD Radio
4810025,481CNP4206,SO SIC 22,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:02:57",IVD Radio
4810069,481CNP4055,SO S60-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:02:58",IVD Radio
4810440,527CNP1989,SO S60-M,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:15",IVD Radio
4810329,527CNP2007,SO S59-M,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:10",IVD Radio
4810001,481CNP4044,SO S58-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:02:55",IVD Radio
4810381,527CNP1987,SO S58-M,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:12",IVD Radio
4810022,481CNP4029,SO S57-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:02:57",IVD Radio
4810147,527CNM0656,SO S57-M,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:01",IVD Radio
4810273,481CNP4000,SO S56-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:07",IVD Radio
4810629,527CRR1212,SO S56-M,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:18",IVD Radio
4810277,481CNP4014,SO S55-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:07",IVD Radio
4810379,527CNM0582,SO S55-M,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:12",IVD Radio
4810318,481CNP3985,SO S55,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:09",IVD Radio
4810315,481CNP4087,SO S54-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:09",IVD Radio
4810169,527CNP2115,SO S54-M,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:02",IVD Radio
4810061,481CNP4069,SO S53-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:02:58",IVD Radio
4810376,527CNP2021,SO S53-M,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:12",IVD Radio
4810261,481CNP3998,SO S52-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:06",IVD Radio
4810336,527CNP1990,SO S52-M,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:10",IVD Radio
4818087,481CNP4212,SO S52,1,4,4,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:19",IVD Radio
4810058,481CNP4111,SO S50-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:02:57",IVD Radio
4810446,527CNM0642,SO S50-M,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:15",IVD Radio
4810055,481CNP4103,SO S49-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:02:57",IVD Radio
4810445,527CPX3459,SO S49-M,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:15",IVD Radio
4810212,481CNP4046,SO S48-P,1,41,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:04",IVD Radio
4810459,527CRR1211,SO S48-M,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:15",IVD Radio
4810054,481CNP4113,SO S47-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:02:57",IVD Radio
4810066,481CNP4108,SO S46-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:02:58",IVD Radio
4810124,527CNM0567,SO S46-M,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:01",IVD Radio
4810213,481CNP3973,SO S45-P,1,41,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:04",IVD Radio
4810457,527CRR1206,SO S45-M,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:15",IVD Radio
4810312,481CNP3992,SO S45,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:08",IVD Radio
4810052,481CNP4114,SO S44-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:02:57",IVD Radio
4810452,527CRR1208,SO S44-M,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:15",IVD Radio
4810211,481CNP3997,SO S42-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:04",IVD Radio
4810460,527CRR1213,SO S42-M,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:15",IVD Radio
4810311,481CNP4115,SO S41-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:08",IVD Radio
4810110,527CNM0645,SO S41-M,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:00",IVD Radio
4810308,481CNP4034,SO S40-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:08",IVD Radio
4810439,527CNP2036,SO S40-M,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:15",IVD Radio
4810077,481CNP4052,SO S0 162,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:02:58",IVD Radio
4810129,527CNP2126,SO ROAD SP9,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,1,,"Dec-13-2018, 14:03:01",IVD Radio
4810144,527CNP2024,SO ROAD SP8,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:01",IVD Radio
4810356,527cmn0666,SO ROAD SP6,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:11",IVD Radio
4810359,527CNP2071,SO ROAD SP5,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:11",IVD Radio
4810351,527CNP1995,SO ROAD SP4,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:11",IVD Radio
4810354,527CNP1997,SO ROAD SP3,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:11",IVD Radio
4810174,527CNP2031,SO ROAD SP11,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:03",IVD Radio
4810450,527CNP2047,SO ROAD SP10,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:15",IVD Radio
4810370,527CNP1991,SO ROAD SP1,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:11",IVD Radio
4810313,481CNP4143,SO OLD SO S48,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:09",IVD Radio
4810282,481CNP3971,SO OLD SO L21,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:07",IVD Radio
4810304,481CNP4151,SO MCT-5,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:08",IVD Radio
4810303,481CNP4150,SO MCT-4,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:08",IVD Radio
4810301,481CNP4144,SO MCT-2,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:08",IVD Radio
4810298,527cnm0648,SO MCP 3,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:08",IVD Radio
4810297,527cnm0664,SO MCP 2,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:08",IVD Radio
4810296,527cnm0550,SO MCP 1,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:08",IVD Radio
4810310,481CNP4120,SO L30,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:08",IVD Radio
4810314,481CNP4110,SO L27-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:09",IVD Radio
4810163,527cnm0662,SO L27-M,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:02",IVD Radio
4810292,481CNP4107,SO L27,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:08",IVD Radio
4810002,481CNP4042,SO L26-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:02:55",IVD Radio
4810344,527CNM0572,SO L26-M,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:10",IVD Radio
4810289,481CNP3978,SO L25,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:08",IVD Radio
4810309,481CNP4118,SO L23-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:08",IVD Radio
4810453,527CRR1202,SO L23-M,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:15",IVD Radio
4810287,481CNP3976,SO L23,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:07",IVD Radio
4810288,481CNP3977,SO L22-P,1,41,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:07",IVD Radio
4810444,527CNP2084,SO L22-M,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:15",IVD Radio
4810286,481CNP3975,SO L20-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:07",IVD Radio
4810451,527CRR1198,SO L20-M,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:15",IVD Radio
4810230,481CNP4170,SO KITCHEN2,1,41,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:05",IVD Radio
4810217,481CNP4134,SO KITCHEN1,1,41,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:04",IVD Radio
4810337,527CNP2011,SO K9-SP2,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:10",IVD Radio
4810161,527CNP2018,SO K9-SP1,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:02",IVD Radio
4810280,481CNP4068,SO K120,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:07",IVD Radio
4810167,527cnm0537,SO JAIL WWC,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:02",IVD Radio
4810151,527CNP1983,SO JAIL TRAN-7,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:02",IVD Radio
4810360,527CNP2073,SO JAIL TRAN-6,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:11",IVD Radio
4810366,527CNP2053,SO JAIL TRAN-5,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:11",IVD Radio
4810375,527CNP2013,SO JAIL TRAN-4,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:12",IVD Radio
4810384,527cnm0524,SO JAIL TRAN-3,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:12",IVD Radio
4810125,527CNP2030,SO JAIL TRAN-2,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:01",IVD Radio
4810630,527CSR0089,SO JAIL TRAN-1,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:18",IVD Radio
4818058,481CNP3939,SO JAIL MED6,1,41,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:19",IVD Radio
4818065,481CNP3919,SO JAIL MED5,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:19",IVD Radio
4818053,481CNP3915,SO JAIL MED4,1,41,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:19",IVD Radio
4818062,481CNP3923,SO JAIL MED3,1,41,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:19",IVD Radio
4818057,481CNP3918,SO JAIL MED2,1,41,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:19",IVD Radio
4818105,481CNP3920,SO JAIL MED1,1,41,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:20",IVD Radio
4818111,481CNP3937,SO JAIL ESC2,1,41,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:20",IVD Radio
4818052,481CNP3936,SO JAIL ESC1,1,41,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:19",IVD Radio
4818097,481CNP3866,SO JAIL CON4,1,41,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:20",IVD Radio
4818106,481CNP3809,SO JAIL CON3,1,41,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:20",IVD Radio
4818098,481CNP3842,SO JAIL CON2,1,41,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:20",IVD Radio
4818063,481CNP3932,SO JAIL CON1,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:19",IVD Radio
4810143,527cnm0654,SO JAIL CHARGER,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:01",IVD Radio
4810065,527CNM0551,SO JAIL 616-M,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:02:58",IVD Radio
4810168,527CNM0525,SO HANGER,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:02",IVD Radio
4810272,527CNM0569,SO EAGLE 1,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:07",IVD Radio
4810284,481CNP4117,SO DISPATCH,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:07",IVD Radio
4810269,527CNM0601,SO DISP 6,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:07",IVD Radio
4810268,527CNM0600,SO DISP 5,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:07",IVD Radio
4810267,527CNM0599,SO DISP 4,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:07",IVD Radio
4810266,527CNM0598,SO DISP 3,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:07",IVD Radio
4810265,527CNM0597,SO DISP 2,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:07",IVD Radio
4810264,527CNM0596,SO DISP 1,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:07",IVD Radio
4818051,481CNP3921,SO CON5,1,41,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:19",IVD Radio
4810434,527CNM0651,SO CID-SP4,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:14",IVD Radio
4810141,527CNM0581,SO CID-SP3,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:01",IVD Radio
4810152,527CNM0540,SO CID-SP2,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:02",IVD Radio
4810135,527CNM0564,SO CID SP6,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:01",IVD Radio
4810106,527CNM0556,SO CID SP5,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:00",IVD Radio
4810210,481CNP4048,SO C101-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:04",IVD Radio
4810209,481CNP4195,SO BRAVO 6,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:04",IVD Radio
4810306,481CNP4012,SO BRAVO 5,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:08",IVD Radio
4810207,481CNP4193,SO BRAVO 4,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:04",IVD Radio
4810206,481CNP4192,SO BRAVO 3,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:04",IVD Radio
4810205,481CNP4188,SO BRAVO 2,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:04",IVD Radio
4810204,481CNP4187,SO BRAVO 1,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:04",IVD Radio
4810435,527CPX3538,SO APC,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:14",IVD Radio
